name,neighborhood,address,url,is_nyc
b'Trestle on Tenth',b'Chelsea',"b'242 Tenth Avenue,New York, NY  10001'",b'trestle-on-tenth?scpref=107',b'True'
b'Treva',b'West Hartford',"b'980 Farmington Ave.,West Hartford, CT  06107'",b'treva?scpref=107',b'False'
b'Tree',b'East Village',"b'190 1st Ave.,New York, NY  10009'",b'tree?scpref=107',b'True'
b'Tredici Steak',b'Chelsea',"b'128 West 26th Street,New York, NY  10001'",b'tredici-steak?scpref=107',b'True'
b'Tre Piani & Tre Bar',b'Princeton',"b'120 Rockingham Row,Princeton, NJ  08540'",b'tre-piani-and-tre-bar?scpref=107',b'False'
b'Tre Dici',b'Chelsea',"b'128 West 26th Street,New York, NY  10001'",b'tre-dici?scpref=107',b'True'
b'Tre Amici al Piccolo Forno',b'Long Branch',"b'628 Ocean Ave.,Long Branch, NJ  07740'",b'tre-amici-al-piccolo-forno?scpref=107',b'False'
b'Tre Otto',b'Upper East Side',"b'1408 Madison Avenue,New York, NY  10029'",b'tre-otto?scpref=107',b'True'
b'Tre',b'Lower East Side',"b'173 Ludlow Street,New York, NY  10002'",b'tre-new-york?scpref=107',b'True'
b'Trattoria di Vino',b'Upper West Side',"b'2427 Broadway,New York, NY  10024'",b'trattoria-di-vino?scpref=107',b'True'
"b""Trattoria Dell'Arte""",b'Midtown West',"b'900 Seventh Avenue,New York, NY  10019'",b'trattoria-dellarte?scpref=107',b'True'
b'Trattoria Cinque',b'TriBeCa - Downtown',"b'363 Greenwich Street,New York, NY  10013'",b'trattoria-cinque?scpref=107',b'True'
b'Trattoria Belvedere',b'Murray Hill',"b'165 Lexington Avenue,New York, NY  10016'",b'trattoria-belvedere?scpref=107',b'True'
"b""Trattoria L'incontro""",b'Astoria',"b'21-76 31st Street,Astoria, NY  11105'",b'trattoria-lincontro?scpref=107',b'True'
b'Trattoria Alba',b'Murray Hill',"b'233 East 34th Street,New York, NY  10016'",b'trattoria-alba?scpref=107',b'True'
b'Tout Va Bien',b'Midtown West',"b'311 west 51st street,New York, NY  10019'",b'tout-va-bien?scpref=107',b'True'
b'Touch of India',b'Theater District / Times Square',"b'232 West 37th Street,New York, NY  10018'",b'touch-of-india?scpref=107',b'True'
b'Trata East - Hamptons',b'Water Mill',"b'1020 Montauk Highway,Water Mill, NY  11976'",b'trata-east-hamptons?scpref=107',b'False'
b'Trata Estiatorio Roslyn',b'Roslyn',"b'1446 Old Northern Blvd,Roslyn, NY  11576'",b'trata-estiatorio-roslyn?scpref=107',b'False'
b'Toscana Greenwich',b'Greenwich',"b'33 Lewis Street,Greenwich, CT  06830'",b'toscana-greenwich?scpref=107',b'False'
"b""Tomaso's""",b'Edgewater',"b'163 Old River Road,Edgewater, NJ  07020'",b'tomasos-edgewater?scpref=107',b'False'
b'Tommy Lasagna',b'Gramercy / Flatiron',"b'119 E. 18th St.,New York, NY  10003'",b'tommy-lasagna?scpref=107',b'True'
"b""Tony's Di Napoli - Midtown""",b'Theater District / Times Square',"b'147 West 43rd Street,New York, NY  10036'",b'tonys-di-napoli-midtown?scpref=107',b'True'
b'Tombolino Ristorante',b'Yonkers',"b'356 Kimball Avenue,Yonkers, NY  10704'",b'tombolino-ristorante?scpref=107',b'False'
b'Top of the Tower',b'Midtown East',"b'3 Mitchell Place,26th Floor,New York, NY  10017'",b'top-of-the-tower?scpref=107',b'True'
b'Tosca Cafe',b'Bronx',"b'4038 E. Tremont Ave.,,New York, NY  10465'",b'tosca-cafe?scpref=107',b'True'
"b""Toscano's""",b'Upper East Side',"b'1544 Second Ave,New York, NY  10028'",b'toscanos?scpref=107',b'True'
b'Torches',b'Kenmore',"b'1141 Kenmore Avenue,Kenmore, NY  14217'",b'torches?scpref=107',b'False'
b'Toloache',b'Theater District / Times Square',"b'251 West 50th Street,New York, NY  10012'",b'toloache?scpref=107',b'True'
b'Toloache - Upper East Side',b'Upper East Side',"b'166 East 82nd St.,,New York, NY  10028'",b'toloache-upper-east-side?scpref=107',b'True'
b'Tollgate Tavern',b'Litchfield',"b'571 Torrington Road,Litchfield, CT  06759'",b'tollgate-tavern?scpref=107',b'False'
b'Tolani',b'Upper West Side',"b'410 Amsterdam Ave,New York, NY  10024'",b'tolani?scpref=107',b'True'
b'Toku Modern Asian',b'Manhasset',"b'2014c Northern Blvd,Manhasset, NY  11030'",b'toku-modern-asian?scpref=107',b'False'
b'Tipsy Parson',b'Chelsea',"b'156 Ninth Avenue,New York, NY  10011'",b'tipsy-parson?scpref=107',b'True'
"b""Tim Shafer's Cuisine""",b'Morristown',"b'82 Speedwell Avenue,Morristown, NJ  07960'",b'tim-shafers-cuisine?scpref=107',b'False'
b'Tocqueville',b'Union Square',"b'1 East 15th Street,New York, NY  10003'",b'tocqueville?scpref=107',b'True'
b'Tir na nOg Irish Bar & Grill - MSG',b'Midtown West',"b'5 Penn Plaza,New York, NY  10001'",b'tir-na-nog-irish-bar-and-grill-msg?scpref=107',b'True'
"b""Tim McLoone's Supper Club""",b'Asbury Park',"b'1200 Ocean Avenue,Asbury Park, NJ  07712'",b'tim-mcloones-supper-club?scpref=107',b'False'
b'Tiella',b'Upper East Side',"b'1109 First Ave,New York, NY  10065'",b'tiella?scpref=107',b'True'
b'Thyme Restaurant & Cafe Bar',b'Roslyn',"b'8 Tower Place,Roslyn, NY  11576'",b'thyme-restaurant-and-cafe-bar?scpref=107',b'False'
b'Thom Thom Steak & Seafood Restaurant',b'Wantagh',"b'3340 Park Avenue,Wantagh, NY  11793'",b'thom-thom-steak-and-seafood-restaurant?scpref=107',b'False'
b'Theater Square Grill',b'Newark',"b'One Center Street,Downtown Newark, NJ  07102'",b'theater-square-grill-downtown-newark?scpref=107',b'False'
b'Thali Regional Cuisine of India - New Canaan',b'New Canaan',"b'87 Main Street,New Canaan, CT  06840'",b'thali-regional-cuisine-of-india-new-canaan?scpref=107',b'False'
b'Thalia',b'Theater District / Times Square',"b'828 Eighth Avenue,New York, NY  10019'",b'thalia?scpref=107',b'True'
b'Thali Regional Cuisine of India - New Haven',b'New Haven',"b'4 Orange Street,New Haven, CT  06510'",b'thali-regional-cuisine-of-india-new-haven?scpref=107',b'False'
b'The Three Hens',b'Gramercy / Flatiron',"b'115 Lexington Avenue,New York, NY  10016'",b'the-three-hens?scpref=107',b'True'
b'Thalassa',b'TriBeCa - Downtown',"b'179 Franklin Street,New York, NY  10013'",b'thalassa?scpref=107',b'True'
b'Thai House',b'Smithtown',"b'53 West Main Street,Smithtown, NY  11787'",b'thai-house?scpref=107',b'False'
b'Thai Select',b'Chelsea',"b'472 9th Avenue,New York, NY  10018'",b'thai-select?scpref=107',b'True'
b'TerraSole Ristorante',b'Ridgefield',"b'3 Big Shop Lane,Ridgefield, CT  06877'",b'terrasole-ristorante?scpref=107',b'False'
b'Terrazza Toscana',b'Midtown West',"b'50th. Street,New York, NY  10019'",b'terrazza-toscana?scpref=107',b'True'
b'The Terrace at Hilton Short Hills',b'Short Hills',"b'41 JFK Parkway,Short Hills, NJ  07078'",b'the-terrace-at-hilton-short-hills?scpref=107',b'False'
b'Testaccio Ristorante',b'Long Island City',"b'47-30 Vernon Blvd.,Long Island City, NY  11101'",b'testaccio-ristorante?scpref=107',b'True'
b'The Terrace Club',b'Mahopac',"b'825 South Lake Blvd.,Mahopac, NY  10541'",b'the-terrace-club?scpref=107',b'False'
b'Terrapin Restaurant',b'Rhinebeck',"b'6426 Montgomery Street,Rhinebeck, NY  12572'",b'terrapin-restaurant-rhinebeck?scpref=107',b'False'
b'Teqa',b'Murray Hill',"b'447 Third Avenue,New York, NY  10016'",b'teqa?scpref=107',b'True'
b'Tenpenny',b'Midtown East',"b'16 E. 46th Street,New York, NY  10017'",b'tenpenny?scpref=107',b'True'
b'Teresa Caffe',b'Princeton',"b'21-23 Palmer Square East,Princeton, NJ  08540'",b'teresa-caffe?scpref=107',b'False'
b'Ten East Hibachi and Sake Lounge',b'Bayonne',"b'125 Lefante Way,Bayonne, NJ  07002'",b'ten-east-hibachi-and-sake-lounge?scpref=107',b'False'
b'Templeton Landing',b'Buffalo',"b'2 Templeton Terrace,Buffalo, NY  14202'",b'templeton-landing?scpref=107',b'False'
b'Tempo Restaurant',b'Buffalo',"b'581 Delaware Avenue,Buffalo, NY  14202'",b'tempo-restaurant?scpref=107',b'False'
b'Temple Gourmet Chinese',b'Red Bank',"b'91 Broad Street,Red Bank, NJ  07701'",b'temple-gourmet-chinese?scpref=107',b'False'
"b""Tello's""",b'Chelsea',"b'198 8th Avenue,New York, NY  10011'",b'tellos?scpref=107',b'True'
b'Tellers An American Chophouse',b'Islip',"b'605 Main Street,Islip, NY  11751'",b'tellers-an-american-chophouse?scpref=107',b'False'
b'Taverna Banfi',b'Ithaca',"b'130 Statler Drive,Cornell University,Ithaca, NY  14853'",b'taverna-banfi?scpref=107',b'False'
b'Telepan',b'Upper West Side',"b'72 W. 69th Street,New York, NY  10023'",b'telepan?scpref=107',b'True'
b'Taverna Di Bacco',b'Lower East Side',"b'175 Ludlow St.,New York, NY  10002'",b'taverna-di-bacco?scpref=107',b'True'
b'T-BAR Steak & Lounge',b'Upper East Side',"b'1278 3rd Avenue,New York, NY  10028'",b't-bar-steak-and-lounge?scpref=107',b'True'
b'Tawa',b'Stamford',"b'211 Summer Street,Stamford, CT  06901'",b'tawa?scpref=107',b'False'
b'The Tea Set',b'West Village',"b'235 W. 12th Street,New York, NY  10014'",b'the-tea-set?scpref=107',b'True'
b'Tavern58 at Gibbs',b'Rochester',"b'58 University Avenue,Rochester, NY  14605'",b'tavern58-at-gibbs?scpref=107',b'False'
b'Tavern on Jane',b'Greenwich Village',"b'31 8th Avenue,New York, NY  10014'",b'tavern-on-jane?scpref=107',b'True'
b'Taverna Mykonos',b'Elmwood Park',"b'238 Broadway,Elmwood Park, NJ  07407'",b'taverna-mykonos?scpref=107',b'False'
b'Telio',b'Upper West Side',"b'2479 Broadway,New York, NY  10025'",b'telio?scpref=107',b'True'
b'Taste 99',b'Farmingdale',"b'99 Quaker Meeting House Road,Farmingdale, NY  11735'",b'taste-99?scpref=107',b'False'
b'The Taste of New York Restaurant at New York Wine and Culinary Center',b'Canandaigua',"b'800 South Main St.,Canandaigua, NY  14424'",b'the-taste-of-new-york-restaurant-at-new-york-wine-and-culinary-center?scpref=107',b'False'
b'Taureau',b'East Village',"b'127 East 7th Street,New York, NY  10009'",b'taureau?scpref=107',b'True'
b'Tartinery',b'NoLita',"b'209 Mulberry Street,New York, NY  10012'",b'tartinery?scpref=107',b'True'
b'Taste Restaurant & Wine Bar',b'Upper East Side',"b'1413 Third Avenue,New York, NY  10028'",b'taste-restaurant-and-wine-bar?scpref=107',b'True'
b'Tarallucci E Vino',b'Gramercy / Flatiron',"b'15 East 18th Street,New York, NY  10003'",b'tarallucci-e-vino?scpref=107',b'True'
b'Tappo Ristorante Italiano',b'Glen Cove',"b'284 Glen Street,Glen Cove, NY  11542'",b'tappo-ristorante-italiano?scpref=107',b'False'
b'Taproom no. 307',b'Kips Bay',"b'307 Third Avenue,New York, NY  10010'",b'taproom-no-307?scpref=107',b'True'
b'Tappo',b'Stamford',"b'51 Bank St,Stamford, CT  06901'",b'tappo-stamford?scpref=107',b'False'
b'Tarantino Restaurant',b'Westport',"b'30 Railroad Place,Westport, CT  06880'",b'tarantino-restaurant?scpref=107',b'False'
b'Tarry Lodge',b'Port Chester',"b'18 Mill Street,Port Chester, NY  10573'",b'tarry-lodge?scpref=107',b'False'
b'Tapastre',b'Somerville',"b'1 West High Street,Somerville, NJ  08876'",b'tapastre?scpref=107',b'False'
b'Taphouse Grille',b'Wayne',"b'344 French Hill Rd.,Wayne, NJ  07470'",b'taphouse-grille?scpref=107',b'False'
b'Tapas of Spain',b'Elizabeth',"b'746 Carlton St.,Elizabeth, NJ  07202'",b'tapas-of-spain?scpref=107',b'False'
b'The Tap House',b'Tuckahoe',"b'16 Depot Square,Tuckahoe, NY  10707'",b'the-tap-house?scpref=107',b'False'
b'Tango Argentinian Steakhouse',b'Islip',"b'99 W. Suffolk Ave.,Central Islip, NY  11722'",b'tango-argentinian-steakhouse?scpref=107',b'False'
b'Tamba Indian Grill and Bar',b'Murray Hill',"b'103 Lexington Ave,New York, NY  10016'",b'tamba-indian-grill-and-bar?scpref=107',b'True'
b'Tapeo 29',b'Lower East Side',"b'29 Clinton Street,New York, NY  10002'",b'tapeo-29?scpref=107',b'True'
b'Tanuki Tavern',b'Meatpacking District',"b'Hotel Gansevoort,18 9th Ave.,New York, NY  10014'",b'ono?scpref=107',b'True'
b'Tao',b'Midtown East',"b'42 East 58th Street,New York, NY  10022'",b'tao?scpref=107',b'True'
b'Tamarind (Authentic Indian Cuisine) uptown @ 94th street',b'Upper East Side',"b'1679 Third Avenue,New York, NY  10128'",b'tamarind-authentic-indian-cuisine-uptown-at-94th-street?scpref=107',b'True'
b'Tamarind',b'Gramercy / Flatiron',"b'41-43 E. 22nd St,New York, NY  10010'",b'tamarind?scpref=107',b'True'
b'Tamarind - Tribeca',b'TriBeCa - Downtown',"b'99 Hudson Street,New York, NY  10013'",b'tamarind-tribeca?scpref=107',b'True'
"b""Talia's Steakhouse & Bar""",b'Upper West Side',"b'668 Amsterdam Avenue,New York, NY  10025'",b'talias-steakhouse-and-bar?scpref=107',b'True'
b'Taj Mahal Romance in Dining',b'Jersey City',"b'663 Newark Ave,Jersey City, NJ  07306'",b'taj-mahal-romance-in-dining?scpref=107',b'False'
b'Tale Thai',b'Upper West Side',"b'507 Columbus Avenue,New York, NY  10024'",b'tale-thai?scpref=107',b'True'
b'Taj Tribeca',b'TriBeCa - Downtown',"b'18 Murray Street,New York, NY  10007'",b'taj-tribeca?scpref=107',b'True'
b'Taj - New York',b'Gramercy / Flatiron',"b'48 W. 21st Street,New York, NY  10010'",b'taj-new-york?scpref=107',b'True'
b'Tagine Dining Gallery / Lounge',b'Midtown West',"b'537 9th Avenue,New York, NY  10018'",b'tagine-dining-gallery-lounge?scpref=107',b'True'
b'Talent Thai',b'Murray Hill',"b'210 East 34th Street,New York, NY  10016'",b'talent-thai?scpref=107',b'True'
b'Ta Cocina',"b""Hell's Kitchen""","b'714 9th Avenue,New York, NY  10019'",b'ta-cocina?scpref=107',b'True'
b'Taboon',"b""Hell's Kitchen""","b'773 10th Avenue,New York, NY  10019'",b'taboon?scpref=107',b'True'
b'Szechuan House',b'Hamilton',"b'2022 Nottingham Way,Hamilton, NJ  08619'",b'szechuan-house?scpref=107',b'False'
b'Swizz Restaurant',b'Theater District / Times Square',"b'310 West 53rd Street,New York, NY  10019'",b'swizz-restaurant?scpref=107',b'True'
b'Swagat',b'Upper West Side',"b'411 A Amsterdam Avenue,New York, NY  10024'",b'swagat?scpref=107',b'True'
b'Sweet Grass Grill',b'Tarrytown',"b'24 Main Street,Tarrytown, NY  10591'",b'sweet-grass-grill?scpref=107',b'False'
b'SUteiShi',b'Financial District',"b'24 Peck Slip,New York, NY  10038'",b'suteishi?scpref=107',b'True'
b'Sushi Room',b'New Brunswick',"b'12 Easton Ave.,New Brunswick, NJ  08901'",b'sushi-room?scpref=107',b'False'
b'SUSHISAMBA park',b'Gramercy / Flatiron',"b'245 park ave south,New York, NY  10003'",b'sushisamba-park?scpref=107',b'True'
b'SUSHISAMBA 7',b'Greenwich Village',"b'87 Seventh Avenue South,New York, NY  10014'",b'sushisamba-7?scpref=107',b'True'
b'Sushi Lounge - Totowa',b'Totowa',"b'235 Route 46 West,Totowa, NJ  07512'",b'sushi-lounge-totowa?scpref=107',b'False'
b'Sushi of Gari',b'Upper East Side',"b'402 East 78th Street,New York, NY  10075'",b'sushi-of-gari?scpref=107',b'True'
b'Sushi of Gari 46',b'Theater District / Times Square',"b'347 West 46th Street,New York, NY  10036'",b'sushi-of-gari-46?scpref=107',b'True'
b'Surfish Bistro',b'Park Slope',"b'351 5th Avenue,Brooklyn, NY  11215'",b'surfish-bistro?scpref=107',b'True'
b'Sushi Damo',b'Midtown West',"b'330 West 58th Street,New York, NY  10019'",b'sushi-damo?scpref=107',b'True'
b'Sushi Lounge',b'Hoboken',"b'200 Hudson Street,Hoboken, NJ  07030'",b'sushi-lounge-hoboken?scpref=107',b'False'
b'Surya',b'SoHo',"b'302 Bleecker St.,New York, NY  10014'",b'surya?scpref=107',b'True'
b'Sunset Cove',b'Tarrytown',"b'238 Green Street,Tarrytown, NY  10591'",b'sunset-cove?scpref=107',b'False'
b'The Surf Lodge',b'Montauk',"b'183 Edgemere Street,Montauk, NY  11954'",b'the-surf-lodge?scpref=107',b'False'
"b""Super's Cafe - Sheraton Four Points LI""",b'Plainview',"b'333 South Service Road,Plainview, NY  11803'",b'supers-cafe-sheraton-four-points-li?scpref=107',b'False'
b'Sunset Beach',b'Shelter Island',"b'35 Shore Road,Shelter Island, NY  11965'",b'sunset-beach?scpref=107',b'False'
b'The Sunburnt Calf',b'Upper West Side',"b'226 West 79th Street,New York, NY  10024'",b'the-sunburnt-calf?scpref=107',b'True'
b'Sullivan Bistro',b'Greenwich Village',"b'169 Sullivan Street,New York, NY  10012'",b'sullivan-bistro?scpref=107',b'True'
b'Suite 55',b'Midtown West',"b'47 West 55th Street,New York, NY  10019'",b'suite-55?scpref=107',b'True'
b'Sugar Dining Den & Social Club',b'Mineola',"b'246 Voice Road,Carle Place, NY  11514'",b'sugar-dining-den-and-social-club?scpref=107',b'False'
b'Sue-Perette',b'Carroll Gardens',"b'270 Smith Street,Brooklyn, NY  11231'",b'sue-perette?scpref=107',b'True'
b'Sugar Bar',b'Upper West Side',"b'254 West 72nd Street,New York, NY  10023'",b'sugar-bar?scpref=107',b'True'
b'Stuzzi Ristorante',b'Gramercy / Flatiron',"b'928 Broadway,New York, NY  10010'",b'stuzzi-ristorante-fka-bar-stuzzichini?scpref=107',b'True'
b'Suenos',b'Chelsea',"b'311 West 17th Street,New York, NY  10011'",b'suenos?scpref=107',b'True'
b'Strip House',b'Greenwich Village',"b'13 E. 12th St,New York, NY  10003'",b'strip-house-new-york?scpref=107',b'True'
b'Strip House in Livingston',b'Livingston',"b'550 West Mount  Pleasant Ave at Westminster Hotel,Livingston, NJ  07039'",b'strip-house-in-livingston?scpref=107',b'False'
b'Stonehome Wine Bar & Restaurant',b'Fort Greene',"b'87 Lafayette Ave.,Brooklyn, NY  11217'",b'stonehome-wine-bar-and-restaurant?scpref=107',b'True'
b'Stuzzicheria',b'TriBeCa - Downtown',"b'305 Church St.,New York, NY  10013'",b'stuzzicheria?scpref=107',b'True'
b'Stone House',b'Warren',"b'50 Stirling Road,Warren, NJ  07060'",b'stone-house?scpref=107',b'False'
b'Stone Creek Inn',b'East Quogue',"b'405 Montauk Highway,East Quogue, NY  11942'",b'stone-creek-inn?scpref=107',b'False'
b'Stonebridge Restaurant',b'Milford',"b'50 Daniel Street,Milford, CT  06460'",b'stonebridge-restaurant?scpref=107',b'False'
b'Stone Park Cafe',b'Park Slope',"b'324 5th Avenue,Brooklyn, NY  11215'",b'stone-park-cafe?scpref=107',b'True'
b'Strand Restaurant at The Strand Hotel',b'Chelsea',"b'33 West 37th street,New York, NY  10018'",b'strand-restaurant-at-the-strand-hotel?scpref=107',b'True'
b'STK Rooftop',b'Meatpacking District',"b'26 Little West 12th street,New York, NY  10014'",b'stk-rooftop?scpref=107',b'True'
b'Stella - Manhattan Bistro',b'South Street Seaport',"b'213 Front Street,New York, NY  10038'",b'stella-manhattan-bistro?scpref=107',b'True'
b'Stecchino',b'Theater District / Times Square',"b'765 9th Avenue,New York, NY  10019'",b'stecchino?scpref=107',b'True'
b'Steakhouse 85',b'New Brunswick',"b'85 Church Street,New Brunswick, NJ  08901'",b'steakhouse-85?scpref=107',b'False'
b'STK - NYC - Meatpacking',b'Meatpacking District',"b'26 Little West 12th St.,New York, NY  10014'",b'stk-nyc-meatpacking?scpref=107',b'True'
b'Steak Frites Union Square',b'Union Square',"b'9 East 16th Street,New York, NY  10003'",b'steak-frites-union-square?scpref=107',b'True'
b'The Standard Restaurant & Lounge',b'Albany',"b'1 Crossgates Mall Road,Albany, NY  12203'",b'the-standard-restaurant-and-lounge?scpref=107',b'False'
b'Starr Boggs',b'Hamptons',"b'6 Parlato Drive,Westhampton Beach, NY  11978'",b'starr-boggs?scpref=107',b'False'
b'Statler Grill',b'Midtown West',"b'136 W. 33rd Street,New York, NY  10001'",b'statler-grill?scpref=107',b'True'
b'The Stanton Social',b'Lower East Side',"b'99 Stanton Street,New York, NY  10002'",b'the-stanton-social?scpref=107',b'True'
b'The Standard Grill',b'Meatpacking District',"b'848 Washington Street,The Standard Hotel,New York, NY  10014'",b'the-standard-grill?scpref=107',b'True'
b'Stand 4',b'Greenwich Village',"b'24 East 12th Street,New York, NY  10003'",b'stand-4?scpref=107',b'True'
b'Staghorn Steakhouse',b'Midtown West',"b'315 West 36th Street,New York, NY  10018'",b'staghorn-steakhouse?scpref=107',b'True'
b'Stage House Restaurant and Wine Bar',b'Scotch Plains',"b'366 Park Ave,Scotch Plains, NJ  07076'",b'stage-house-restaurant-and-wine-bar?scpref=107',b'False'
b'Stage Left',b'New Brunswick',"b'5 Livingston Avenue,New Brunswick, NJ  08901'",b'stage-left?scpref=107',b'False'
b'The Stadium Grill At Bowlmor Lanes Times Square',b'Theater District / Times Square',"b'222 West 44th Street,New York, NY  10036'",b'the-stadium-grill-at-bowlmor-lanes-times-square?scpref=107',b'True'
b'St. Andrews',b'Midtown West',"b'140 West 46th Street,New York, NY  10036'",b'st-andrews?scpref=107',b'True'
b'Spur Tree',b'Lower East Side',"b'76 Orchard Street,New York, NY  10002'",b'spur-tree?scpref=107',b'True'
b'Splash',b'Westport',"b'260 Compo Road South,Westport, CT  06880'",b'splash?scpref=107',b'False'
b'St James Bar & Restaurant',b'Forest Hills',"b'104-08 Metropolitan Ave,Forest Hills, NY  11375'",b'st-james-bar-and-restaurant?scpref=107',b'True'
b'Sprig',b'Midtown East',"b'885 3rd Avenue,New York, NY  10022'",b'sprig?scpref=107',b'True'
b'Squiretown Restaurant + Bar',b'Hampton Bays',"b'26 West Montauk Highway,Hampton Bays, NY  11946'",b'squiretown-restaurant-and-bar?scpref=107',b'False'
"b""Spoto's Restaurant & Wine Bar""",b'Bronx',"b'4005 East Tremont Ave.,Bronx, NY  10465'",b'spotos-restaurant-and-wine-bar?scpref=107',b'True'
b'Spasso NYC',b'West Village',"b'551 Hudson,New York, NY  10014'",b'spasso-nyc?scpref=107',b'True'
b'Spanish Pavillion',b'Harrison',"b'31 Harrison Avenue,Harrison, NJ  07029'",b'spanish-pavillion?scpref=107',b'False'
b'Spice Affaire',b'Stamford',"b'26 Mill River Street,Stamford, CT  06902'",b'spice-affaire?scpref=107',b'False'
b'Spice Market',b'Meatpacking District',"b'403 West 13th Street,New York, NY  10014'",b'spice-market-new-york?scpref=107',b'True'
